site_code,week_start,search_term,search_frequency_rank,clicked_asin_1,click_share_1,conversion_share_1,clicked_asin_2,click_share_2,conversion_share_2,clicked_asin_3,click_share_3,conversion_share_3
amz_us,2026-01-25,handheld shower head filter,2299820,B0CL4SVJQ3,0.1071,0.0000,B0DXN3HHBG,0.1071,0.0000,B0F6BPJZLW,0.1071,0.0000
amz_us,2026-01-25,showerhead filter replacement,2299820,B01MUBU0YC,0.0714,0.0000,,,,,,
amz_us,2026-01-25,muravai shower head filter,2299820,B0BWK7LZ8X,0.1786,0.0000,,,,,,
amz_us,2026-01-25,amazon shower filter,2377173,B01MUBU0YC,0.3704,0.0000,B095K84L6H,0.0741,0.0000,,,
amz_us,2026-01-25,shower water filter replacement,2377173,B01MUBU0YC,0.0741,0.0000,,,,,,
amz_us,2026-01-25,shower head filter for hair,2377173,B01MUBU0YC,0.1852,0.0000,,,,,,
amz_us,2026-01-25,spark pod shower filter,2459655,B0BY2MPRP5,0.1154,0.0000,,,,,,
amz_us,2026-01-25,shower filter for handheld shower head,2459655,B01MUBU0YC,0.1154,0.3333,B0BJDPJNN3,0.1154,0.0000,,,
amz_us,2026-01-25,shower head filter for hard water high pressure,2459655,B0CL4SVJQ3,0.1538,0.2857,B0BJDPJNN3,0.0769,0.1429,,,
amz_us,2026-01-25,sr sun rise shower filter,2459655,B0CL4SVJQ3,0.1538,0.0000,,,,,,
amz_us,2026-01-25,aquahome shower filter,2547194,B095K84L6H,0.3200,0.0000,,,,,,
amz_us,2026-01-25,shower water filters,2547194,B01MUBU0YC,0.1600,0.0000,B0D8RGF49F,0.1200,0.1667,B0BJDPJNN3,0.0800,0.0000
amz_us,2026-01-18,shower filter,2792,B01MUBU0YC,0.1780,0.1124,,,,,,
amz_us,2026-01-18,shower head filter,10807,B01MUBU0YC,0.0937,0.0715,,,,,,
amz_us,2026-01-18,shower head filter for hard water,19422,B01MUBU0YC,0.1360,0.0928,,,,,,
amz_us,2026-01-18,shower filter head for hard water,24499,B01MUBU0YC,0.1832,0.1209,,,,,,
amz_us,2026-01-18,jolie shower head filter,24629,B0BM4CX6F2,0.1845,0.0279,,,,,,
amz_us,2026-01-18,aquabliss shower filter,25882,B01MUBU0YC,0.3581,0.2620,B0CN2L49P5,0.1419,0.0424,,,
amz_us,2026-01-18,shower water filter,27436,B01MUBU0YC,0.1270,0.0904,B0BJDPJNN3,0.0673,0.0293,,,
amz_us,2026-01-18,shower filter head,33405,B0BJDPJNN3,0.0815,0.0619,,,,,,
amz_us,2026-01-18,showerhead filter,62029,B01MUBU0YC,0.1261,0.0904,,,,,,
amz_us,2026-01-18,shower filter for hard water,65529,B01MUBU0YC,0.1412,0.0628,,,,,,
amz_us,2026-01-18,hard water shower filter,93766,B01MUBU0YC,0.1416,0.0991,,,,,,
amz_us,2026-01-18,shower head filters,111939,B0D8RGF49F,0.0784,0.0750,B01MUBU0YC,0.0645,0.0333,,,
amz_us,2026-01-18,aqua bliss shower head filter for hard water,141498,B01MUBU0YC,0.3696,0.2016,B0CN2L49P5,0.0913,0.0242,,,
amz_us,2026-01-18,shower filters,169377,B01MUBU0YC,0.1421,0.0286,B0D8RGF49F,0.0698,0.0714,,,
amz_us,2026-01-18,shower head filtered,184248,B0CL4SVJQ3,0.0812,0.0571,B0BJDPJNN3,0.0700,0.0429,B0D14G64QF,0.0588,0.0143
amz_us,2026-01-18,showerhead filters,188082,B01MUBU0YC,0.1343,0.0769,,,,,,
amz_us,2026-01-18,shower filters to remove toxic chemicals,196865,B01MUBU0YC,0.1104,0.1216,,,,,,
amz_us,2026-01-18,jolie shower filter,260704,B0BM4CX6F2,0.1333,0.0222,,,,,,
amz_us,2026-01-18,hard water shower head,271592,B0BJDPJNN3,0.1429,0.1569,B0CL4SVJQ3,0.0735,0.0980,,,
amz_us,2026-01-18,showerhead filter for hard water,276294,B01MUBU0YC,0.0954,0.0444,,,,,,
amz_us,2026-01-18,aquahomegroup shower filter,352605,B095K84L6H,0.3263,0.2041,B09KHG9R66,0.0737,0.0408,,,
amz_us,2026-01-18,aqua home group shower filter,366532,B095K84L6H,0.3443,0.2292,,,,,,
amz_us,2026-01-18,shower water filter for hard water,431195,B01MUBU0YC,0.2115,0.1860,,,,,,
amz_us,2026-01-18,water shower filter,436948,B01MUBU0YC,0.1623,0.0370,B0CN2L49P5,0.0649,0.0000,,,
amz_us,2026-01-18,hard water shower head filter,436948,B0CN2L49P5,0.0909,0.0000,,,,,,
amz_us,2026-01-18,hyygia shower filter,451937,B01MUBU0YC,0.0067,0.0000,,,,,,
amz_us,2026-01-18,shower head filters to remove toxic chemicals,471473,B01MUBU0YC,0.1189,0.1250,B0CN2L49P5,0.0909,0.1250,B0CL4SVJQ3,0.0839,0.0000
amz_us,2026-01-18,organic jaguar shower filter,515626,B0CN2L49P5,0.0382,0.0000,,,,,,
amz_us,2026-01-18,crystal quest shower filter,527945,B01MUBU0YC,0.0469,0.0526,,,,,,
amz_us,2026-01-18,carbon shower filter,578420,B01MUBU0YC,0.1026,0.1053,B0CN2L49P5,0.0855,0.1053,,,
amz_us,2026-01-18,aquabliss high output revitalizing shower filter,593986,B01MUBU0YC,0.1754,0.1837,B0CN2L49P5,0.1140,0.0612,,,
amz_us,2026-01-18,shower filter cartridge,616003,B01MUBU0YC,0.0636,0.0000,,,,,,
amz_us,2026-01-18,best shower filters for hard water,639557,B01MUBU0YC,0.1226,0.0769,B095K84L6H,0.0660,0.0000,,,
amz_us,2026-01-18,korabeauticals aquashield shower filter,699252,B01MUBU0YC,0.2990,0.0556,B0CN2L49P5,0.1649,0.0556,,,
amz_us,2026-01-18,shower head filters for hard water,745219,B01MUBU0YC,0.1319,0.0000,,,,,,
amz_us,2026-01-18,canopy shower filter,770440,B0CJ3G16QZ,0.2841,0.1333,,,,,,
amz_us,2026-01-18,aqua earth shower filter,779357,B01MUBU0YC,0.0575,0.0000,,,,,,
amz_us,2026-01-18,weaqua shower filter,788299,B0D8RGF49F,0.3721,0.3000,,,,,,
amz_us,2026-01-18,aqua bliss shower filter,797584,B01MUBU0YC,0.4471,0.2632,,,,,,
amz_us,2026-01-18,best shower filter for hard water,836985,B0CN2L49P5,0.2099,0.0000,B01MUBU0YC,0.1235,0.0769,,,
amz_us,2026-01-18,universal shower filter,847414,B01MUBU0YC,0.1125,0.0870,,,,,,
amz_us,2026-01-18,dermoia shower filter,858120,B01MUBU0YC,0.1139,0.0000,B095K84L6H,0.0886,0.0833,,,
amz_us,2026-01-18,weaqua heavy duty no bs shower filter,869056,B0D8RGF49F,0.2179,0.0870,,,,,,
amz_us,2026-01-18,shower filter for hair and skin,916298,B01MUBU0YC,0.1216,0.0714,B07Q4MYZNC,0.0676,0.0714,,,
amz_us,2026-01-18,aqua bliss shower filter head,954858,B01MUBU0YC,0.3662,0.1429,B0CN2L49P5,0.0986,0.1429,,,
amz_us,2026-01-18,inline shower filter,1026869,B01MUBU0YC,0.1818,0.1579,B0CN2L49P5,0.1212,0.1579,,,
amz_us,2026-01-18,kdf 55 shower filter,1058811,B0CN2L49P5,0.0781,0.0000,,,,,,
amz_us,2026-01-18,carbon shower head filter,1058811,B0CN2L49P5,0.2188,0.1111,B0D8RGF49F,0.1094,0.1111,,,
amz_us,2026-01-18,shower filter for well water,1075484,B0CN2L49P5,0.1270,0.0909,B01MUBU0YC,0.1111,0.0000,,,
amz_us,2026-01-18,well water shower head filter,1187547,B095K84L6H,0.0702,0.0000,,,,,,
amz_us,2026-01-18,joilee showerhead filter,1187547,B0BM4CX6F2,0.6316,0.3750,B01MUBU0YC,0.0526,0.1250,,,
amz_us,2026-01-18,sproos shower filter,1187547,B0DP64CGDV,0.0702,0.0000,,,,,,
amz_us,2026-01-18,"aquabliss high output revitalizing shower filter - reduces dry itchy skin, dandruff, eczema, and dra",1208497,B01MUBU0YC,0.6071,0.4444,B0CN2L49P5,0.1429,0.1111,,,
amz_us,2026-01-18,shower head filter with handheld,1253178,B0CL4SVJQ3,0.1481,0.1250,B0BJDPJNN3,0.0926,0.1250,B0D14G64QF,0.0556,0.2500
amz_us,2026-01-18,shower filters for hard water,1276514,B01MUBU0YC,0.1321,0.2857,B0D8RGF49F,0.0755,0.0000,,,
amz_us,2026-01-18,head shower filter,1301221,B0BJDPJNN3,0.1346,0.1250,B01MUBU0YC,0.0962,0.0000,,,
amz_us,2026-01-18,highest rated shower filter,1326327,B095K84L6H,0.2157,0.0000,B01MUBU0YC,0.0980,0.1667,B0BY2MPRP5,0.0784,0.0000
amz_us,2026-01-18,shower water filter head,1352596,B01MUBU0YC,0.1200,0.1538,B0CL4SVJQ3,0.0600,0.0769,,,
amz_us,2026-01-18,shower filter hard water,1352596,B01MUBU0YC,0.1600,0.0000,B0CN2L49P5,0.1600,0.0000,,,
amz_us,2026-01-18,metal shower filter,1379682,B01MUBU0YC,0.0816,0.0000,,,,,,
amz_us,2026-01-18,chlorine shower head filter,1379682,B01MUBU0YC,0.1633,0.0714,B0CN2L49P5,0.1224,0.0000,B0D8RGF49F,0.1020,0.0714
amz_us,2026-01-18,ion drops shower head filters,1407832,B0FP1KQD7W,0.0833,0.1667,,,,,,
amz_us,2026-01-18,water shower head filter,1437061,B01MUBU0YC,0.2128,0.1667,,,,,,
amz_us,2026-01-18,mdhair shower filter,1499727,B0F484VQDZ,0.5778,0.2727,B01MUBU0YC,0.0444,0.0909,,,
amz_us,2026-01-18,handheld shower filter,1532798,B0DXN3HHBG,0.0909,0.0000,B0BJDPJNN3,0.0682,0.0000,,,
amz_us,2026-01-18,shower head filter for well water,1603837,B01MUBU0YC,0.0952,0.0000,,,,,,
amz_us,2026-01-18,shower filter attachment,1603837,B0CN2L49P5,0.1667,0.0000,B01MUBU0YC,0.1429,0.1250,,,
amz_us,2026-01-18,portable shower filter,1641586,B01MUBU0YC,0.0976,0.0000,,,,,,
amz_us,2026-01-18,multi-stage shower filter system,1723417,B0D8RGF49F,0.1538,0.2222,,,,,,
amz_us,2026-01-18,water softener shower head filter,1767287,B01MUBU0YC,0.1316,0.1667,B0CN2L49P5,0.0789,0.1667,B0BJDPJNN3,0.0789,0.0000
amz_us,2026-01-18,shower filter aquabliss,1767287,B01MUBU0YC,0.2895,0.1875,B0CN2L49P5,0.1842,0.0000,,,
amz_us,2026-01-18,black shower filter,1767287,B0CN2L49P5,0.4737,0.5000,,,,,,
amz_us,2026-01-18,shower filter handheld,1812846,B0DXN3HHBG,0.1081,0.0000,B0BJDPJNN3,0.0811,0.2000,B0CL4SVJQ3,0.0811,0.0000
amz_us,2026-01-18,aquabliss high output shower filter,1861311,B01MUBU0YC,0.3056,0.1818,B0CN2L49P5,0.2778,0.0909,,,
amz_us,2026-01-18,chlorine shower filter,1861311,B0CN2L49P5,0.1667,0.0000,B01MUBU0YC,0.1111,0.0000,,,
amz_us,2026-01-18,muravai shower head filter,1861311,B0BWK7LZ8X,0.0833,0.0000,,,,,,
amz_us,2026-01-18,shower filter black,1861311,B0CN2L49P5,0.4722,0.3333,,,,,,
amz_us,2026-01-18,water softener shower filter,1861311,B0CN2L49P5,0.1667,0.0000,B01MUBU0YC,0.1111,0.2500,,,
amz_us,2026-01-18,cobbe shower head filter,1912201,B0BJDPJNN3,0.2286,0.0909,,,,,,
amz_us,2026-01-18,fluoride shower filter,1912201,B0D8RGF49F,0.3429,0.0000,,,,,,
amz_us,2026-01-18,shower filter and head,1912201,B095K84L6H,0.0857,0.0000,B0CRHK7MH5,0.0857,0.0000,B0DQHJR1YB,0.0857,0.0000
amz_us,2026-01-18,shower filter jolie,1912201,B0BM4CX6F2,0.3714,0.0000,,,,,,
amz_us,2026-01-18,shower filter with shower head,1965498,B0BJDPJNN3,0.1471,0.0000,B0C33J2MTS,0.0882,0.0000,,,
amz_us,2026-01-18,shower head filter for hair and skin,1965498,B01MUBU0YC,0.1765,0.3333,B095K84L6H,0.1176,0.0000,B0CN2L49P5,0.1176,0.0000
amz_us,2026-01-18,spark pod shower filter,1965498,B0BY2MPRP5,0.0882,0.0000,,,,,,
amz_us,2026-01-18,best shower filter,1965498,B01MUBU0YC,0.1765,,B0F484VQDZ,0.1176,,,,
amz_us,2026-01-18,hygia shower filter,2022451,B01MUBU0YC,0.0303,0.0000,,,,,,
amz_us,2026-01-18,md hair shower filter,2081621,B0F484VQDZ,0.3438,0.1250,,,,,,
amz_us,2026-01-18,inline shower head filter,2081621,B01MUBU0YC,0.0938,0.0000,,,,,,
amz_us,2026-01-18,best shower head filter,2144517,B0F484VQDZ,0.1613,0.0000,B01MUBU0YC,0.0645,0.0000,,,
amz_us,2026-01-18,shower filter with handheld wand,2144517,B0CL4SVJQ3,0.2258,0.0000,B0BNPMDV3T,0.1290,0.0000,,,
amz_us,2026-01-18,sf500 shower filter,2144517,B0CN2L49P5,0.1290,0.0000,,,,,,
amz_us,2026-01-18,reverse osmosis shower filter,2211021,B01MUBU0YC,0.1667,0.0000,B0CN2L49P5,0.1333,0.0000,,,
amz_us,2026-01-18,shower filter for hair,2211021,B01MUBU0YC,0.1667,0.0000,B0CN2L49P5,0.1000,0.0000,,,
amz_us,2026-01-18,we aqua shower filter,2211021,B0D8RGF49F,0.3333,0.2222,,,,,,
amz_us,2026-01-18,amazon shower filter,2281565,B01MUBU0YC,0.2759,,B0D8RGF49F,0.0690,,,,
amz_us,2026-01-18,￼shower filter,2281565,B01MUBU0YC,0.1379,1.0000,B07Q4MYZNC,0.1034,0.0000,,,
amz_us,2026-01-18,ion drops shower head filter,2281565,B0FCY6QVXC,0.3103,0.5000,B0FP1KQD7W,0.1724,0.0000,,,
amz_us,2026-01-18,shower filter for chlorine,2281565,B0CN2L49P5,0.1724,0.0000,,,,,,
amz_us,2026-01-18,shower head filter attachment,2281565,B0CN2L49P5,0.2069,0.3333,,,,,,
amz_us,2026-01-18,sf220 aquabliss shower filter,2436170,B01MUBU0YC,0.1481,0.1667,,,,,,
amz_us,2026-01-18,soft water shower head filter,2436170,B01MUBU0YC,0.2222,0.0000,B0BM4CX6F2,0.0741,0.0000,,,
amz_us,2026-01-18,shower filters to remove chlorine and fluoride,2436170,B01MUBU0YC,0.1111,0.0000,B0CN2L49P5,0.0741,0.0000,,,
amz_us,2026-01-18,aquaearth shower filter,2521448,B0BJDPJNN3,0.0769,0.0000,,,,,,
amz_us,2026-01-18,inline shower head filters replaceable cartridge,2521448,B01MUBU0YC,0.0769,0.1250,,,,,,
amz_us,2026-01-18,shower filter head with handheld,2521448,B0BJDPJNN3,0.2692,0.1667,B0D14G64QF,0.2308,0.3333,,,
amz_us,2026-01-18,shower filter amazon,2521448,B01MUBU0YC,0.3077,0.2500,B07Q4MYZNC,0.1538,0.0000,,,
amz_us,2026-01-18,nsf certified shower filters,2521448,B095K84L6H,0.0385,0.3333,,,,,,
amz_us,2026-01-18,hard water shower filter head,2612068,B0BJDPJNN3,0.1600,0.0000,B01MUBU0YC,0.0800,0.0000,,,
amz_us,2026-01-18,extreme hard water shower filter,2612068,B01MUBU0YC,0.0800,0.0000,,,,,,
amz_us,2026-01-18,aqua shower filter,2612068,B01MUBU0YC,0.2000,0.0000,,,,,,
amz_us,2026-01-18,vitamin c shower head filter,2612068,B0BJDPJNN3,0.0800,0.0000,,,,,,
amz_us,2026-01-11,shower filter,2731,B01MUBU0YC,0.1728,0.1151,,,,,,
amz_us,2026-01-11,shower head filter,10333,B01MUBU0YC,0.1449,0.1017,B0CL4SVJQ3,0.0574,0.0232,,,
amz_us,2026-01-11,shower head filter for hard water,19175,B01MUBU0YC,0.1319,0.0784,,,,,,
amz_us,2026-01-11,shower filter head for hard water,24471,B01MUBU0YC,0.1719,0.1170,,,,,,
amz_us,2026-01-11,jolie shower head filter,25873,B0BM4CX6F2,0.1969,0.0278,,,,,,
amz_us,2026-01-11,shower water filter,27172,B01MUBU0YC,0.1318,0.0866,B0BJDPJNN3,0.0866,0.0446,,,
amz_us,2026-01-11,aquabliss shower filter,27381,B01MUBU0YC,0.3498,0.2228,B0CN2L49P5,0.1536,0.0702,,,
amz_us,2026-01-11,shower filter head,33588,B095K84L6H,0.0832,0.0539,B0BJDPJNN3,0.0775,0.0471,,,
amz_us,2026-01-11,showerhead filter,59226,B01MUBU0YC,0.1098,0.0686,,,,,,
amz_us,2026-01-11,shower filter for hard water,62231,B01MUBU0YC,0.1500,0.1142,B0CN2L49P5,0.0770,0.0320,,,
amz_us,2026-01-11,hard water shower filter,91820,B01MUBU0YC,0.1322,0.0738,B0CN2L49P5,0.0977,0.0410,,,
amz_us,2026-01-11,shower head filters,110433,B01MUBU0YC,0.1026,0.0698,,,,,,
amz_us,2026-01-11,aqua bliss shower head filter for hard water,132584,B01MUBU0YC,0.3150,0.2657,B0CN2L49P5,0.1077,0.0559,,,
amz_us,2026-01-11,shower filters,178009,B01MUBU0YC,0.1183,0.0811,,,,,,
amz_us,2026-01-11,shower head filtered,179967,B0CL4SVJQ3,0.1168,0.0615,B0D14G64QF,0.0761,0.0462,B095K84L6H,0.0598,0.0462
amz_us,2026-01-11,showerhead filters,180448,B01MUBU0YC,0.1035,0.0877,B0CN2L49P5,0.0599,0.0351,,,
amz_us,2026-01-11,shower filters to remove toxic chemicals,200066,B01MUBU0YC,0.1416,0.1475,B0D8RGF49F,0.1295,0.0984,,,
amz_us,2026-01-11,jolie shower filter,212681,B0BM4CX6F2,0.1597,0.0000,,,,,,
amz_us,2026-01-11,showerhead filter for hard water,251697,B01MUBU0YC,0.1541,0.0577,,,,,,
amz_us,2026-01-11,hard water shower head,252720,B0BJDPJNN3,0.1509,0.1429,B0CL4SVJQ3,0.0906,0.0408,,,
amz_us,2026-01-11,aquahomegroup shower filter,316249,B095K84L6H,0.3944,0.2308,B09KHG9R66,0.0516,0.0385,,,
amz_us,2026-01-11,aqua home group shower filter,330732,B095K84L6H,0.3578,0.1129,,,,,,
amz_us,2026-01-11,shower water filter for hard water,462584,B01MUBU0YC,0.1565,0.1034,B0CN2L49P5,0.1020,0.0000,,,
amz_us,2026-01-11,hard water shower head filter,469013,B01MUBU0YC,0.1172,0.0870,B095K84L6H,0.0897,0.0435,,,
amz_us,2026-01-11,canopy shower filter,486264,B0CJ3G16QZ,0.2643,0.0857,,,,,,
amz_us,2026-01-11,water shower filter,560172,B01MUBU0YC,0.1721,0.1333,B0CN2L49P5,0.0656,0.0667,,,
amz_us,2026-01-11,best shower filters for hard water,574395,B095K84L6H,0.1092,0.0500,B01MUBU0YC,0.0924,0.0500,,,
amz_us,2026-01-11,shower head filters to remove toxic chemicals,622093,B0CN2L49P5,0.1364,0.0000,B095K84L6H,0.1182,0.1000,B0D8RGF49F,0.0727,0.1500
amz_us,2026-01-11,organic jaguar shower filter,652430,B01MUBU0YC,0.1238,0.0000,,,,,,
amz_us,2026-01-11,aqua bliss shower filter,730271,B01MUBU0YC,0.3404,0.2778,,,,,,
amz_us,2026-01-11,drivse shower head filters,738150,B0DXV88K7K,0.0860,0.0000,,,,,,
amz_us,2026-01-11,aquabliss high output revitalizing shower filter,746280,B01MUBU0YC,0.2391,0.1579,B0CN2L49P5,0.1196,0.0000,,,
amz_us,2026-01-11,shower filter for hair and skin,763031,B01MUBU0YC,0.1556,0.1905,,,,,,
amz_us,2026-01-11,sproos shower filter,780501,B0DP64CGDV,0.2045,0.0000,B0FYD79HWQ,0.0568,0.1000,,,
amz_us,2026-01-11,drivse showerhead filters,780501,B0FP1KQD7W,0.1250,0.0000,,,,,,
amz_us,2026-01-11,universal shower filter,870165,B01MUBU0YC,0.0759,0.0000,,,,,,
amz_us,2026-01-11,weaqua shower filter,881267,B0D8RGF49F,0.2692,0.1875,,,,,,
amz_us,2026-01-11,shower head filters for hard water,881267,B0CL4SVJQ3,0.1154,0.0833,,,,,,
amz_us,2026-01-11,inline shower filter,892915,B01MUBU0YC,0.2468,0.2727,B0CN2L49P5,0.1169,0.0909,,,
amz_us,2026-01-11,carbon shower filter,942200,B0CN2L49P5,0.1370,0.2857,,,,,,
amz_us,2026-01-11,weaqua heavy duty no bs shower filter,982578,B0D8RGF49F,0.2286,0.1034,,,,,,
amz_us,2026-01-11,"aquabliss high output revitalizing shower filter - reduces dry itchy skin, dandruff, eczema, and dra",996819,B01MUBU0YC,0.3913,0.4286,B0CN2L49P5,0.2754,0.2143,,,
amz_us,2026-01-11,shower head filter with handheld,996819,B0CL4SVJQ3,0.1884,0.1111,,,,,,
amz_us,2026-01-11,shower filter for well water,1011476,B0CN2L49P5,0.0882,0.0625,B01MUBU0YC,0.0735,0.0000,,,
amz_us,2026-01-11,ion drops shower head filters,1042118,B0FP1KQD7W,0.2273,0.2308,B0FCY6QVXC,0.1667,0.0000,,,
amz_us,2026-01-11,well water shower head filter,1058074,B095K84L6H,0.1231,0.0000,B0D9ZJVQCD,0.0923,0.0000,,,
amz_us,2026-01-11,highest rated shower filter,1091836,B095K84L6H,0.1905,0.0000,B01MUBU0YC,0.1746,0.0000,,,
amz_us,2026-01-11,aqua bliss shower filter head,1165551,B01MUBU0YC,0.3729,0.2667,B0CN2L49P5,0.2542,0.2000,,,
amz_us,2026-01-11,korabeauticals aquashield shower filter,1185620,B01MUBU0YC,0.1207,0.0714,B0CN2L49P5,0.1034,0.0000,,,
amz_us,2026-01-11,dermoia shower filter,1206141,B01MUBU0YC,0.1228,0.0667,B0F484VQDZ,0.1053,0.0667,,,
amz_us,2026-01-11,best shower filter for hard water,1206141,B01MUBU0YC,0.1930,0.0000,B0CN2L49P5,0.1404,0.0000,,,
amz_us,2026-01-11,best shower filter,1249891,B0F484VQDZ,0.0909,0.0000,,,,,,
amz_us,2026-01-11,shower filter for hair,1272914,B01MUBU0YC,0.1296,0.0909,B0CN2L49P5,0.1111,0.0000,,,
amz_us,2026-01-11,joilee showerhead filter,1272914,B0BM4CX6F2,0.5556,0.1250,,,,,,
amz_us,2026-01-11,kdf shower filter,1321690,B01MUBU0YC,0.0962,0.0000,,,,,,
amz_us,2026-01-11,inline shower head filter,1321690,B01MUBU0YC,0.1731,0.0625,B0CN2L49P5,0.1154,0.0000,,,
amz_us,2026-01-11,shower filters for hard water,1347712,B095K84L6H,0.0784,0.0000,B01MUBU0YC,0.0588,0.0833,,,
amz_us,2026-01-11,water softener shower head filter,1347712,B0D9ZJVQCD,0.0980,0.0000,,,,,,
amz_us,2026-01-11,portable shower filter for travel,1374644,B01MUBU0YC,0.1400,0.2000,,,,,,
amz_us,2026-01-11,head shower filter,1374644,B0CL4SVJQ3,0.1200,0.0000,B0D14G64QF,0.1200,0.0000,B01MUBU0YC,0.1000,0.0000
amz_us,2026-01-11,md hair shower filter,1374644,B0F484VQDZ,0.5800,0.3333,,,,,,
amz_us,2026-01-11,shower water filter head,1431254,B0BJDPJNN3,0.1458,0.1818,B0CL4SVJQ3,0.1458,0.0000,B095K84L6H,0.1250,0.0000
amz_us,2026-01-11,shower filter amazon,1461684,B01MUBU0YC,0.1489,0.0000,B0CL4SVJQ3,0.1277,0.0000,,,
amz_us,2026-01-11,shower filter hard water,1493005,B01MUBU0YC,0.1522,0.1667,B0CN2L49P5,0.1522,0.0000,,,
amz_us,2026-01-11,water shower head filter,1493005,B01MUBU0YC,0.1304,0.1250,B0BJDPJNN3,0.1087,0.1250,B0CN2L49P5,0.1087,0.0000
amz_us,2026-01-11,spark pod shower filter,1525596,B0BY2MPRP5,0.1778,0.0000,,,,,,
amz_us,2026-01-11,shower filter handheld,1559739,B01MUBU0YC,0.0909,0.1250,B0BJDPJNN3,0.0682,0.0000,,,
amz_us,2026-01-11,chlorine shower filter,1559739,B01MUBU0YC,0.2045,0.2000,B0CN2L49P5,0.0682,0.0000,,,
amz_us,2026-01-11,fluoride shower filter,1595498,B0D8RGF49F,0.1860,0.5714,,,,,,
amz_us,2026-01-11,black shower filter,1632476,B0CN2L49P5,0.4048,0.3846,,,,,,
amz_us,2026-01-11,mdhair shower filter,1632476,B0F484VQDZ,0.5238,0.2857,,,,,,
amz_us,2026-01-11,aqua shower filter,1671540,B01MUBU0YC,0.1951,0.2000,B095K84L6H,0.1220,0.0000,,,
amz_us,2026-01-11,eskiin shower head filter,1671540,B0DBGMKDX5,0.1220,0.1429,,,,,,
amz_us,2026-01-11,shower head filter for hair and skin,1671540,B01MUBU0YC,0.1951,0.1250,B0FF1R5G1M,0.1463,0.1250,,,
amz_us,2026-01-11,shower filter attachment,1712358,B0CN2L49P5,0.3000,0.0000,B01MUBU0YC,0.1500,0.0000,,,
amz_us,2026-01-11,reverse osmosis shower filter,1712358,B0CN2L49P5,0.1750,0.3333,B01MUBU0YC,0.1250,0.0000,,,
amz_us,2026-01-11,shower filter aquabliss,1712358,B01MUBU0YC,0.2500,0.0909,,,,,,
amz_us,2026-01-11,chlorine shower head filter,1754811,B0BJDPJNN3,0.1282,0.0000,,,,,,
amz_us,2026-01-11,travel shower filter,1799481,B0CN2L49P5,0.1316,0.0000,,,,,,
amz_us,2026-01-11,aquabliss high output shower filter,1846426,B0CN2L49P5,0.3514,0.2000,B01MUBU0YC,0.3243,0.2000,,,
amz_us,2026-01-11,handheld shower head filter,1895920,B0DXN3HHBG,0.0556,0.0000,,,,,,
amz_us,2026-01-11,handheld shower filter,1895920,B0BJDPJNN3,0.1389,0.5000,B0CL4SVJQ3,0.1389,0.0000,B01MUBU0YC,0.0833,0.0000
amz_us,2026-01-11,shower head filter for well water,1947779,B01MUBU0YC,0.1429,0.0000,,,,,,
amz_us,2026-01-11,extreme hard water shower filter,2059805,B01MUBU0YC,0.2121,0.2500,B0CN2L49P5,0.0909,0.0000,,,
amz_us,2026-01-11,shower filter with handheld wand,2059805,B0BNPMDV3T,0.1818,0.2000,B0CL4SVJQ3,0.1212,0.0000,,,
amz_us,2026-01-11,watersticks shower filter,2059805,B01MUBU0YC,0.0909,,,,,,,
amz_us,2026-01-11,aquabliss high output universal shower filter sf220,2059805,B01MUBU0YC,0.2424,0.1429,,,,,,
amz_us,2026-01-11,hard water shower filter head,2121120,B095K84L6H,0.1250,0.1429,B0FF1R5G1M,0.1250,0.0000,,,
amz_us,2026-01-11,shower filter jolie,2185486,B0BM4CX6F2,0.2903,0.0000,,,,,,
amz_us,2026-01-11,afina filtered shower head filter,2253736,B0D9ZJVQCD,0.1000,0.0000,,,,,,
amz_us,2026-01-11,shower head filter attachment,2253736,B01MUBU0YC,0.1000,0.0000,,,,,,
amz_us,2026-01-11,sf500 shower filter,2253736,B0CN2L49P5,0.2000,0.0000,,,,,,
amz_us,2026-01-11,shower filter head with handheld,2253736,B0BJDPJNN3,0.1667,0.3333,B0D14G64QF,0.1667,0.0000,B0CL4SVJQ3,0.1000,0.0000
amz_us,2026-01-11,kohler shower head filter,2325632,B095K84L6H,0.0690,0.0000,,,,,,
amz_us,2026-01-11,cobbe shower head filter,2325632,B0BJDPJNN3,0.1724,0.0000,,,,,,
amz_us,2026-01-11,shower filter with shower head,2401608,B07Q4MYZNC,0.1786,0.2222,B095K84L6H,0.1786,0.2222,B0BJDPJNN3,0.1429,0.0000
amz_us,2026-01-11,charcoal shower filter,2401608,B01MUBU0YC,0.1429,0.0000,B0D8RGF49F,0.1429,0.0000,,,
amz_us,2026-01-11,carbon shower head filter,2401608,B0CN2L49P5,0.2857,0.0000,B095K84L6H,0.1786,0.0000,B01MUBU0YC,0.0714,0.0000
amz_us,2026-01-11,hand held shower filter,2401608,B0BJDPJNN3,0.1429,0.0000,B0F6BPJZLW,0.1429,0.0000,B0CL4SVJQ3,0.0714,0.0000
amz_us,2026-01-11,muravai shower head filter,2401608,B0BWK7LZ8X,0.1429,0.0000,,,,,,
amz_us,2026-01-11,in line shower head filter,2482683,B01MUBU0YC,0.1481,0.3333,B095K84L6H,0.0741,0.0000,,,
